Date,Month_Num,mw_PCE,Unemployment,mw_RealDispIncome,mw_wholesale_PPI,mw_supermarket_PPI,mw_produce_CPI,mw_meat_CPI,mw_diary_CPI,Year_Month,overall compound,state,state compound,YM_dt
2024-09-01,9,318937.975,4.1,17769.9,147.153,275.649,353.497,321.191,247.211,2024 Sep,0.144125,Indiana,0.2714,2024-09-01
2024-09-01,9,318937.975,4.1,17769.9,147.153,275.649,353.497,321.191,247.211,2024 Sep,0.144125,Michigan,0.12432222222222222,2024-09-01
2024-09-01,9,318937.975,4.1,17769.9,147.153,275.649,353.497,321.191,247.211,2024 Sep,0.144125,Ohio,0.22940000000000002,2024-09-01
2024-09-01,9,318937.975,4.1,17769.9,147.153,275.649,353.497,321.191,247.211,2024 Sep,0.144125,Wisconsin,0.02633749999999999,2024-09-01
2024-10-01,10,318937.975,4.1,17810.5,146.863,278.592,355.296,317.833,248.622,2024 Oct,0.06016666666666667,Illinois,0.0,2024-10-01
2024-10-01,10,318937.975,4.1,17810.5,146.863,278.592,355.296,317.833,248.622,2024 Oct,0.06016666666666667,Indiana,0.6486,2024-10-01
2024-10-01,10,318937.975,4.1,17810.5,146.863,278.592,355.296,317.833,248.622,2024 Oct,0.06016666666666667,Michigan,0.16505625000000002,2024-10-01
2024-10-01,10,318937.975,4.1,17810.5,146.863,278.592,355.296,317.833,248.622,2024 Oct,0.06016666666666667,Ohio,0.1542142857142857,2024-10-01
2024-10-01,10,318937.975,4.1,17810.5,146.863,278.592,355.296,317.833,248.622,2024 Oct,0.06016666666666667,Wisconsin,-0.2002727272727273,2024-10-01
2024-11-01,11,318937.975,4.1,17851.4,147.772,278.045,355.041,321.733,248.624,2024 Nov,0.11013076923076923,Illinois,0.076375,2024-11-01
2024-11-01,11,318937.975,4.1,17851.4,147.772,278.045,355.041,321.733,248.624,2024 Nov,0.11013076923076923,Michigan,0.13596999999999998,2024-11-01
2024-11-01,11,318937.975,4.1,17851.4,147.772,278.045,355.041,321.733,248.624,2024 Nov,0.11013076923076923,Ohio,-0.118,2024-11-01
2024-11-01,11,318937.975,4.1,17851.4,147.772,278.045,355.041,321.733,248.624,2024 Nov,0.11013076923076923,Wisconsin,0.31770000000000004,2024-11-01
2024-12-01,12,318937.975,4.1,17867.9,149.727,276.134,355.279,320.566,250.55,2024 Dec,0.17525714285714286,Illinois,-0.08446666666666663,2024-12-01
2024-12-01,12,318937.975,4.1,17867.9,149.727,276.134,355.279,320.566,250.55,2024 Dec,0.17525714285714286,Indiana,0.03240000000000004,2024-12-01
2024-12-01,12,318937.975,4.1,17867.9,149.727,276.134,355.279,320.566,250.55,2024 Dec,0.17525714285714286,Michigan,0.5979,2024-12-01
2024-12-01,12,318937.975,4.1,17867.9,149.727,276.134,355.279,320.566,250.55,2024 Dec,0.17525714285714286,Ohio,0.2612333333333333,2024-12-01
2024-12-01,12,318937.975,4.1,17867.9,149.727,276.134,355.279,320.566,250.55,2024 Dec,0.17525714285714286,Wisconsin,0.021600000000000025,2024-12-01
2025-01-01,1,,4.2,17889.8,148.858,291.471,353.585,324.041,251.144,2025 Jan,0.1638086956521739,Illinois,0.16206666666666666,2025-01-01
2025-01-01,1,,4.2,17889.8,148.858,291.471,353.585,324.041,251.144,2025 Jan,0.1638086956521739,Indiana,0.3182,2025-01-01
2025-01-01,1,,4.2,17889.8,148.858,291.471,353.585,324.041,251.144,2025 Jan,0.1638086956521739,Michigan,0.1642272727272727,2025-01-01
2025-01-01,1,,4.2,17889.8,148.858,291.471,353.585,324.041,251.144,2025 Jan,0.1638086956521739,Ohio,0.0,2025-01-01
2025-01-01,1,,4.2,17889.8,148.858,291.471,353.585,324.041,251.144,2025 Jan,0.1638086956521739,Wisconsin,0.167625,2025-01-01
2025-02-01,2,,4.2,17910.5,148.784,293.097,351.81,331.644,245.643,2025 Feb,0.06758974358974358,Illinois,0.1389,2025-02-01
2025-02-01,2,,4.2,17910.5,148.784,293.097,351.81,331.644,245.643,2025 Feb,0.06758974358974358,Indiana,-0.18477,2025-02-01
2025-02-01,2,,4.2,17910.5,148.784,293.097,351.81,331.644,245.643,2025 Feb,0.06758974358974358,Michigan,0.3024875,2025-02-01
2025-02-01,2,,4.2,17910.5,148.784,293.097,351.81,331.644,245.643,2025 Feb,0.06758974358974358,Ohio,0.07054999999999997,2025-02-01
2025-02-01,2,,4.2,17910.5,148.784,293.097,351.81,331.644,245.643,2025 Feb,0.06758974358974358,Wisconsin,0.028149999999999994,2025-02-01
2025-03-01,3,,4.2,18029.1,165.392,285.2,350.093,335.454,251.048,2025 Mar,-0.1600758620689655,Illinois,0.0,2025-03-01
2025-03-01,3,,4.2,18029.1,165.392,285.2,350.093,335.454,251.048,2025 Mar,-0.1600758620689655,Indiana,0.12040000000000001,2025-03-01
2025-03-01,3,,4.2,18029.1,165.392,285.2,350.093,335.454,251.048,2025 Mar,-0.1600758620689655,Michigan,-0.34124,2025-03-01
2025-03-01,3,,4.2,18029.1,165.392,285.2,350.093,335.454,251.048,2025 Mar,-0.1600758620689655,Ohio,-0.11364285714285714,2025-03-01
2025-03-01,3,,4.2,18029.1,165.392,285.2,350.093,335.454,251.048,2025 Mar,-0.1600758620689655,Wisconsin,0.0,2025-03-01
2025-04-01,4,,4.2,18168.6,150.758,291.601,348.569,332.993,248.091,2025 Apr,-0.14827090909090912,Illinois,0.07804444444444444,2025-04-01
2025-04-01,4,,4.2,18168.6,150.758,291.601,348.569,332.993,248.091,2025 Apr,-0.14827090909090912,Indiana,0.0,2025-04-01
2025-04-01,4,,4.2,18168.6,150.758,291.601,348.569,332.993,248.091,2025 Apr,-0.14827090909090912,Michigan,-0.5684692307692308,2025-04-01
2025-04-01,4,,4.2,18168.6,150.758,291.601,348.569,332.993,248.091,2025 Apr,-0.14827090909090912,Ohio,-0.19125,2025-04-01
2025-04-01,4,,4.2,18168.6,150.758,291.601,348.569,332.993,248.091,2025 Apr,-0.14827090909090912,Wisconsin,0.0517375,2025-04-01
2025-05-01,5,,4.2,18041.7,153.744,289.379,349.626,336.031,246.743,2025 May,0.024449999999999996,Illinois,-0.0598,2025-05-01
2025-05-01,5,,4.2,18041.7,153.744,289.379,349.626,336.031,246.743,2025 May,0.024449999999999996,Indiana,0.05517000000000001,2025-05-01
2025-05-01,5,,4.2,18041.7,153.744,289.379,349.626,336.031,246.743,2025 May,0.024449999999999996,Michigan,0.06391999999999999,2025-05-01
2025-05-01,5,,4.2,18041.7,153.744,289.379,349.626,336.031,246.743,2025 May,0.024449999999999996,Ohio,0.11126249999999999,2025-05-01
2025-05-01,5,,4.2,18041.7,153.744,289.379,349.626,336.031,246.743,2025 May,0.024449999999999996,Wisconsin,-0.17,2025-05-01
2025-06-01,6,,4.2,18036.2,151.869,287.765,352.803,331.587,250.552,2025 Jun,-0.007305882352941175,Illinois,0.5499,2025-06-01
2025-06-01,6,,4.2,18036.2,151.869,287.765,352.803,331.587,250.552,2025 Jun,-0.007305882352941175,Indiana,0.5024500000000001,2025-06-01
2025-06-01,6,,4.2,18036.2,151.869,287.765,352.803,331.587,250.552,2025 Jun,-0.007305882352941175,Michigan,-0.15495,2025-06-01
2025-06-01,6,,4.2,18036.2,151.869,287.765,352.803,331.587,250.552,2025 Jun,-0.007305882352941175,Ohio,-0.08321428571428571,2025-06-01
2025-06-01,6,,4.2,18036.2,151.869,287.765,352.803,331.587,250.552,2025 Jun,-0.007305882352941175,Wisconsin,-0.1589,2025-06-01
2025-07-01,7,,4.2,18077.3,156.889,285.139,352.79,333.221,251.794,2025 Jul,0.069916,Illinois,0.13151428571428572,2025-07-01
2025-07-01,7,,4.2,18077.3,156.889,285.139,352.79,333.221,251.794,2025 Jul,0.069916,Indiana,0.17020000000000002,2025-07-01
2025-07-01,7,,4.2,18077.3,156.889,285.139,352.79,333.221,251.794,2025 Jul,0.069916,Michigan,0.08510000000000001,2025-07-01
2025-07-01,7,,4.2,18077.3,156.889,285.139,352.79,333.221,251.794,2025 Jul,0.069916,Ohio,-0.03231666666666666,2025-07-01
2025-07-01,7,,4.2,18077.3,156.889,285.139,352.79,333.221,251.794,2025 Jul,0.069916,Wisconsin,0.0,2025-07-01
2025-08-01,8,,4.2,18097.2,156.707,283.821,358.271,338.337,252.101,2025 Aug,-0.09922368421052633,Illinois,-0.3853,2025-08-01
2025-08-01,8,,4.2,18097.2,156.707,283.821,358.271,338.337,252.101,2025 Aug,-0.09922368421052633,Indiana,-0.06096428571428571,2025-08-01
2025-08-01,8,,4.2,18097.2,156.707,283.821,358.271,338.337,252.101,2025 Aug,-0.09922368421052633,Michigan,-0.14826250000000002,2025-08-01
2025-08-01,8,,4.2,18097.2,156.707,283.821,358.271,338.337,252.101,2025 Aug,-0.09922368421052633,Ohio,-0.2751,2025-08-01
2025-08-01,8,,4.2,18097.2,156.707,283.821,358.271,338.337,252.101,2025 Aug,-0.09922368421052633,Wisconsin,0.22511666666666666,2025-08-01
2025-09-01,9,,,,,,358.172,339.37,251.443,2025 Sep,-0.10217027027027029,Illinois,0.14203636363636363,2025-09-01
2025-09-01,9,,,,,,358.172,339.37,251.443,2025 Sep,-0.10217027027027029,Indiana,0.0,2025-09-01
2025-09-01,9,,,,,,358.172,339.37,251.443,2025 Sep,-0.10217027027027029,Michigan,-0.19605,2025-09-01
2025-09-01,9,,,,,,358.172,339.37,251.443,2025 Sep,-0.10217027027027029,Ohio,-0.36782,2025-09-01
2025-09-01,9,,,,,,358.172,339.37,251.443,2025 Sep,-0.10217027027027029,Wisconsin,0.074,2025-09-01
